~iteration~,metric_loss,total_loss
1557,0.17244784533977509,0.17244784533977509
1607,0.12764298915863037,0.12764298915863037
1657,0.155417338013649,0.155417338013649
1707,0.15278898179531097,0.15278898179531097
1038,7.363677978515625,7.363677978515625
1088,6.283743858337402,6.283743858337402
1138,7.723377704620361,7.723377704620361
1188,5.41219425201416,5.41219425201416
1730,0.14206640422344208,0.14206640422344208
1780,0.18827079236507416,0.18827079236507416
1830,0.19674177467823029,0.19674177467823029
1880,0.13388967514038086,0.13388967514038086
1211,5.246273040771484,5.246273040771484
1261,7.523700714111328,7.523700714111328
1311,9.436286926269531,9.436286926269531
1361,5.9898271560668945,5.9898271560668945
1903,0.1525428593158722,0.1525428593158722
1953,0.1628667414188385,0.1628667414188385
2003,0.11962585151195526,0.11962585151195526
2053,0.18104304373264313,0.18104304373264313
1384,4.437272548675537,4.437272548675537
1434,5.943149089813232,5.943149089813232
1484,6.697800636291504,6.697800636291504
1534,9.02070426940918,9.02070426940918
2076,0.15893708169460297,0.15893708169460297
2126,0.11859528720378876,0.11859528720378876
2176,0.17259013652801514,0.17259013652801514
2226,0.13192427158355713,0.13192427158355713
1557,5.1939263343811035,5.1939263343811035
1607,8.589338302612305,8.589338302612305
1657,5.848110198974609,5.848110198974609
1707,5.9866743087768555,5.9866743087768555
2249,0.1521996706724167,0.1521996706724167
2299,0.13404881954193115,0.13404881954193115
2349,0.13534300029277802,0.13534300029277802
2399,0.1631280928850174,0.1631280928850174
1730,6.25916862487793,6.25916862487793
1780,6.2798333168029785,6.2798333168029785
1830,2.369602918624878,2.369602918624878
1880,5.5509233474731445,5.5509233474731445
2422,0.1873931884765625,0.1873931884765625
2472,0.14474810659885406,0.14474810659885406
2522,0.17479568719863892,0.17479568719863892
2572,0.0,0.0
1903,7.019492149353027,7.019492149353027
1953,7.380752086639404,7.380752086639404
2003,5.359776496887207,5.359776496887207
2053,8.005697250366211,8.005697250366211
2595,0.14699847996234894,0.14699847996234894
2645,0.21976523101329803,0.21976523101329803
2695,0.15996316075325012,0.15996316075325012
2745,0.18240150809288025,0.18240150809288025
2076,6.179624557495117,6.179624557495117
2126,4.286230087280273,4.286230087280273
2176,3.9839558601379395,3.9839558601379395
2226,2.862396717071533,2.862396717071533
2768,0.20302458107471466,0.20302458107471466
2818,0.18658703565597534,0.18658703565597534
2868,0.14443157613277435,0.14443157613277435
2918,0.16166357696056366,0.16166357696056366
2249,7.143258094787598,7.143258094787598
2299,4.9791436195373535,4.9791436195373535
2349,3.719815969467163,3.719815969467163
2399,4.154520511627197,4.154520511627197
2941,0.18006673455238342,0.18006673455238342
2991,0.13589715957641602,0.13589715957641602
3041,0.14486613869667053,0.14486613869667053
3091,0.144445538520813,0.144445538520813
2422,6.353954315185547,6.353954315185547
2472,3.547482967376709,3.547482967376709
2522,4.042682647705078,4.042682647705078
2572,5.464809417724609,5.464809417724609
3114,0.11783462762832642,0.11783462762832642
3164,0.14820846915245056,0.14820846915245056
3214,0.22425228357315063,0.22425228357315063
3264,0.1846512258052826,0.1846512258052826
2595,4.378036975860596,4.378036975860596
2645,6.056387424468994,6.056387424468994
2695,6.018776893615723,6.018776893615723
2745,2.072525978088379,2.072525978088379
3287,0.1673751324415207,0.1673751324415207
3337,0.2074957937002182,0.2074957937002182
3387,0.12354326993227005,0.12354326993227005
3437,0.17580486834049225,0.17580486834049225
2768,1.0808568000793457,1.0808568000793457
2818,3.675797462463379,3.675797462463379
2868,6.4931111335754395,6.4931111335754395
2918,0.8642564415931702,0.8642564415931702
3460,0.2177819311618805,0.2177819311618805
3510,0.0,0.0
3560,0.11640133708715439,0.11640133708715439
3610,0.14694790542125702,0.14694790542125702
2941,6.751471519470215,6.751471519470215
2991,4.942939758300781,4.942939758300781
3041,4.599742889404297,4.599742889404297
3091,5.9137701988220215,5.9137701988220215
3633,0.1844586282968521,0.1844586282968521
3683,0.16501499712467194,0.16501499712467194
3733,0.11440800130367279,0.11440800130367279
3783,0.13611441850662231,0.13611441850662231
3114,0.7766526937484741,0.7766526937484741
3164,4.5347490310668945,4.5347490310668945
3214,7.339242458343506,7.339242458343506
3264,5.3670244216918945,5.3670244216918945
3806,0.1840827614068985,0.1840827614068985
3856,0.12066204845905304,0.12066204845905304
3906,0.1283118724822998,0.1283118724822998
3956,0.0,0.0
3287,1.4299392700195312,1.4299392700195312
3337,6.292694091796875,6.292694091796875
3387,0.9926165342330933,0.9926165342330933
3437,1.4273805618286133,1.4273805618286133
3979,0.14301924407482147,0.14301924407482147
4029,0.12010172009468079,0.12010172009468079
4079,0.18941500782966614,0.18941500782966614
4129,0.13936065137386322,0.13936065137386322
3460,3.978287696838379,3.978287696838379
3510,5.360324382781982,5.360324382781982
3560,2.735414981842041,2.735414981842041
3610,3.7220547199249268,3.7220547199249268
4152,0.14519920945167542,0.14519920945167542
4202,0.1469639390707016,0.1469639390707016
4252,0.18660232424736023,0.18660232424736023
4302,0.14195919036865234,0.14195919036865234
3633,3.0707144737243652,3.0707144737243652
3683,4.446273326873779,4.446273326873779
3733,4.638518810272217,4.638518810272217
3783,1.5189502239227295,1.5189502239227295
4325,0.13217061758041382,0.13217061758041382
4375,0.10965557396411896,0.10965557396411896
4425,0.19641852378845215,0.19641852378845215
4475,0.1473640501499176,0.1473640501499176
3806,1.5507069826126099,1.5507069826126099
3856,2.111830472946167,2.111830472946167
3906,1.859734058380127,1.859734058380127
3956,5.16563081741333,5.16563081741333
4498,0.17692165076732635,0.17692165076732635
4548,0.1475972682237625,0.1475972682237625
4598,0.19559723138809204,0.19559723138809204
4648,0.16005204617977142,0.16005204617977142
3979,1.6827528476715088,1.6827528476715088
4029,3.077751874923706,3.077751874923706
4079,1.555406093597412,1.555406093597412
4129,1.4246971607208252,1.4246971607208252
4671,0.15154573321342468,0.15154573321342468
4721,0.14500217139720917,0.14500217139720917
4771,0.1440107524394989,0.1440107524394989
4821,0.23063907027244568,0.23063907027244568
4152,2.1132051944732666,2.1132051944732666
4202,1.3369777202606201,1.3369777202606201
4252,2.6359097957611084,2.6359097957611084
4302,1.118091106414795,1.118091106414795
4844,0.18998664617538452,0.18998664617538452
4894,0.13532736897468567,0.13532736897468567
4944,0.1216992661356926,0.1216992661356926
4994,0.0,0.0
4325,3.297633409500122,3.297633409500122
4375,0.7758755683898926,0.7758755683898926
4425,0.6848556995391846,0.6848556995391846
4475,2.857861042022705,2.857861042022705
5017,0.09596975147724152,0.09596975147724152
5067,0.1384900063276291,0.1384900063276291
5117,0.1405876874923706,0.1405876874923706
5167,0.12566684186458588,0.12566684186458588
4498,3.0707030296325684,3.0707030296325684
4548,3.197277069091797,3.197277069091797
4598,0.4320802092552185,0.4320802092552185
4648,0.0,0.0
4671,3.390690803527832,3.390690803527832
4721,3.638551712036133,3.638551712036133
4771,1.0822539329528809,1.0822539329528809
4821,2.8133325576782227,2.8133325576782227
4844,1.4281349182128906,1.4281349182128906
4894,0.9932504296302795,0.9932504296302795
4944,8.029525756835938,8.029525756835938
4994,1.5566565990447998,1.5566565990447998
5017,4.871144771575928,4.871144771575928
5067,1.3352278470993042,1.3352278470993042
5117,4.9439616203308105,4.9439616203308105
5167,2.7613775730133057,2.7613775730133057
0,0.4907070994377136,0.4907070994377136
50,0.5658897161483765,0.5658897161483765
100,0.5221922993659973,0.5221922993659973
150,0.5286468863487244,0.5286468863487244
200,0.44388166069984436,0.44388166069984436
250,0.5019330382347107,0.5019330382347107
0,0.513870120048523,0.513870120048523
50,0.5173677802085876,0.5173677802085876
100,0.49269652366638184,0.49269652366638184
150,0.504131019115448,0.504131019115448
200,0.5090934038162231,0.5090934038162231
250,0.4764058589935303,0.4764058589935303
0,0.48714104294776917,0.48714104294776917
50,0.4952889382839203,0.4952889382839203
100,0.5068880319595337,0.5068880319595337
150,0.5230183601379395,0.5230183601379395
200,0.4611791670322418,0.4611791670322418
250,0.39155933260917664,0.39155933260917664
